Order_ID,Customer_ID,Order_Date,Product,Category,Revenue
118268,C004298,2025-04-28,Liver Syrup,Unani,1118
118269,C004299,2025-04-24,Liver Syrup,Unani,1367
118270,C004300,2025-04-02,Liver Syrup,Unani,687
118271,C004301,2025-04-13,Liver Syrup,Unani,2261
118272,C004302,2025-04-28,Diabetes Care,Ayurvedic,1888
118273,C004303,2025-04-01,Ashwagandha,Ayurvedic,449
118274,C004304,2025-04-03,Liver Syrup,Unani,1162
118275,C004305,2025-04-25,Liver Syrup,Unani,1585
118276,C004306,2025-04-22,Immunity Booster,Ayurvedic,1585
118277,C004307,2025-04-03,Joint Care Oil,Unani,2443
118278,C004308,2025-04-02,Ashwagandha,Ayurvedic,1578
118279,C004310,2025-04-07,Joint Care Oil,Unani,846
118280,C004314,2025-04-07,Ashwagandha,Ayurvedic,933
118281,C004315,2025-04-09,Ashwagandha,Ayurvedic,703
118282,C004316,2025-04-01,Ashwagandha,Ayurvedic,1644
118283,C004317,2025-04-17,Liver Syrup,Unani,1787
118284,C004319,2025-04-08,Liver Syrup,Unani,2051
118285,C004320,2025-04-28,Diabetes Care,Ayurvedic,471
118286,C004320,2025-04-26,Diabetes Care,Ayurvedic,1573
118287,C004322,2025-04-16,Liver Syrup,Unani,1441
118288,C004327,2025-04-05,Ashwagandha,Ayurvedic,1180
118289,C004329,2025-04-09,Immunity Booster,Ayurvedic,760
118290,C004330,2025-04-01,Joint Care Oil,Unani,2020
118291,C004330,2025-04-02,Joint Care Oil,Unani,1407
118292,C004332,2025-04-13,Diabetes Care,Ayurvedic,1393
118293,C004332,2025-04-17,Diabetes Care,Ayurvedic,1359
118294,C004333,2025-04-14,Immunity Booster,Ayurvedic,2134
118295,C004334,2025-04-22,Liver Syrup,Unani,819
118296,C004336,2025-04-05,Diabetes Care,Ayurvedic,913
118297,C004336,2025-04-11,Immunity Booster,Ayurvedic,1319
118298,C004338,2025-04-25,Diabetes Care,Ayurvedic,1341
118299,C004339,2025-04-06,Joint Care Oil,Unani,535
118300,C004340,2025-04-08,Immunity Booster,Ayurvedic,1491
118301,C004341,2025-04-05,Immunity Booster,Ayurvedic,1238
118302,C004343,2025-04-26,Ashwagandha,Ayurvedic,1087
118303,C004344,2025-04-21,Diabetes Care,Ayurvedic,958
118304,C004346,2025-04-28,Diabetes Care,Ayurvedic,1516
118305,C004346,2025-04-20,Liver Syrup,Unani,392
118306,C004347,2025-04-24,Ashwagandha,Ayurvedic,922
118307,C004348,2025-04-03,Liver Syrup,Unani,571
118308,C004349,2025-04-17,Ashwagandha,Ayurvedic,1478
118309,C004350,2025-04-20,Ashwagandha,Ayurvedic,1832
118310,C004350,2025-04-21,Diabetes Care,Ayurvedic,630
118311,C004351,2025-04-23,Ashwagandha,Ayurvedic,482
118312,C004352,2025-04-17,Liver Syrup,Unani,1488
118313,C004352,2025-04-05,Diabetes Care,Ayurvedic,665
118314,C004353,2025-04-15,Ashwagandha,Ayurvedic,1012
118315,C004354,2025-04-09,Liver Syrup,Unani,1524
118316,C004354,2025-04-18,Ashwagandha,Ayurvedic,1303
118317,C004356,2025-04-25,Liver Syrup,Unani,1806
118318,C004356,2025-04-12,Diabetes Care,Ayurvedic,1237
118319,C004357,2025-04-10,Liver Syrup,Unani,1748
118320,C004358,2025-04-14,Ashwagandha,Ayurvedic,2343
118321,C004361,2025-04-09,Immunity Booster,Ayurvedic,1610
118322,C004364,2025-04-10,Diabetes Care,Ayurvedic,431
118323,C004367,2025-04-14,Joint Care Oil,Unani,1454
118324,C004369,2025-04-23,Immunity Booster,Ayurvedic,930
118325,C004370,2025-04-09,Immunity Booster,Ayurvedic,537
118326,C004372,2025-04-17,Liver Syrup,Unani,1087
118327,C004373,2025-04-24,Liver Syrup,Unani,2137
118328,C004374,2025-04-26,Diabetes Care,Ayurvedic,1401
118329,C004375,2025-04-25,Joint Care Oil,Unani,489
118330,C004376,2025-04-03,Immunity Booster,Ayurvedic,354
118331,C004376,2025-04-20,Joint Care Oil,Unani,793
118332,C004377,2025-04-20,Liver Syrup,Unani,1557
118333,C004380,2025-04-01,Immunity Booster,Ayurvedic,518
118334,C004381,2025-04-23,Liver Syrup,Unani,1651
118335,C004383,2025-04-25,Ashwagandha,Ayurvedic,747
118336,C004383,2025-04-19,Joint Care Oil,Unani,350
118337,C004384,2025-04-13,Ashwagandha,Ayurvedic,926
118338,C004384,2025-04-20,Diabetes Care,Ayurvedic,739
118339,C004385,2025-04-21,Liver Syrup,Unani,1989
118340,C004389,2025-04-26,Joint Care Oil,Unani,2404
118341,C004391,2025-04-19,Ashwagandha,Ayurvedic,372
118342,C004392,2025-04-07,Immunity Booster,Ayurvedic,2205
118343,C004393,2025-04-08,Immunity Booster,Ayurvedic,1985
118344,C004394,2025-04-02,Ashwagandha,Ayurvedic,2059
118345,C004395,2025-04-04,Immunity Booster,Ayurvedic,1929
118346,C004397,2025-04-05,Joint Care Oil,Unani,2224
118347,C004397,2025-04-07,Joint Care Oil,Unani,924
118348,C004398,2025-04-01,Joint Care Oil,Unani,465
118349,C004400,2025-04-05,Liver Syrup,Unani,1449
118350,C004401,2025-04-03,Diabetes Care,Ayurvedic,1032
118351,C004402,2025-04-22,Immunity Booster,Ayurvedic,1859
118352,C004403,2025-04-10,Joint Care Oil,Unani,1607
118353,C004404,2025-04-21,Diabetes Care,Ayurvedic,2090
118354,C004407,2025-04-04,Ashwagandha,Ayurvedic,1336
118355,C004409,2025-04-04,Joint Care Oil,Unani,1410
118356,C004410,2025-04-10,Liver Syrup,Unani,894
118357,C004410,2025-04-20,Liver Syrup,Unani,1553
118358,C004412,2025-04-17,Ashwagandha,Ayurvedic,513
118359,C004413,2025-04-14,Liver Syrup,Unani,340
118360,C004415,2025-04-21,Joint Care Oil,Unani,1393
118361,C004417,2025-04-26,Liver Syrup,Unani,1422
118362,C004419,2025-04-06,Liver Syrup,Unani,1417
118363,C004421,2025-04-20,Ashwagandha,Ayurvedic,355
118364,C004422,2025-04-25,Joint Care Oil,Unani,773
118365,C004423,2025-04-23,Immunity Booster,Ayurvedic,2341
118366,C004424,2025-04-18,Liver Syrup,Unani,1156
118367,C004425,2025-04-01,Ashwagandha,Ayurvedic,2273
118368,C004425,2025-04-05,Joint Care Oil,Unani,1158
118369,C004426,2025-04-21,Ashwagandha,Ayurvedic,657
118370,C004426,2025-04-26,Joint Care Oil,Unani,1024
118371,C004427,2025-04-09,Liver Syrup,Unani,1422
118372,C004428,2025-04-12,Diabetes Care,Ayurvedic,1126
118373,C004429,2025-04-16,Joint Care Oil,Unani,1611
118374,C004429,2025-04-13,Joint Care Oil,Unani,2011
118375,C004430,2025-04-26,Liver Syrup,Unani,2025
118376,C004430,2025-04-10,Liver Syrup,Unani,997
118377,C004431,2025-04-25,Immunity Booster,Ayurvedic,1422
118378,C004431,2025-04-05,Liver Syrup,Unani,2294
118379,C004432,2025-04-16,Ashwagandha,Ayurvedic,895
118380,C004433,2025-04-04,Immunity Booster,Ayurvedic,1891
118381,C004434,2025-04-11,Immunity Booster,Ayurvedic,1237
118382,C004435,2025-04-13,Joint Care Oil,Unani,1218
118383,C004435,2025-04-11,Joint Care Oil,Unani,1101
118384,C004436,2025-04-12,Diabetes Care,Ayurvedic,2135
118385,C004437,2025-04-18,Joint Care Oil,Unani,969
118386,C004437,2025-04-04,Ashwagandha,Ayurvedic,680
118387,C004439,2025-04-02,Diabetes Care,Ayurvedic,1827
118388,C004439,2025-04-07,Immunity Booster,Ayurvedic,1921
118389,C004442,2025-04-01,Immunity Booster,Ayurvedic,2370
118390,C004442,2025-04-27,Diabetes Care,Ayurvedic,1379
118391,C004443,2025-04-16,Ashwagandha,Ayurvedic,1497
118392,C004443,2025-04-27,Ashwagandha,Ayurvedic,493
118393,C004448,2025-04-10,Liver Syrup,Unani,1719
118394,C004449,2025-04-28,Ashwagandha,Ayurvedic,1066
118395,C004449,2025-04-02,Ashwagandha,Ayurvedic,2376
118396,C004450,2025-04-02,Diabetes Care,Ayurvedic,1360
118397,C004451,2025-04-23,Joint Care Oil,Unani,345
118398,C004452,2025-04-04,Immunity Booster,Ayurvedic,1242
118399,C004453,2025-04-03,Immunity Booster,Ayurvedic,1355
118400,C004454,2025-04-27,Liver Syrup,Unani,750
118401,C004455,2025-04-27,Diabetes Care,Ayurvedic,1772
118402,C004456,2025-04-06,Liver Syrup,Unani,2389
118403,C004459,2025-04-05,Ashwagandha,Ayurvedic,1810
118404,C004464,2025-04-24,Immunity Booster,Ayurvedic,1969
118405,C004464,2025-04-24,Immunity Booster,Ayurvedic,1832
118406,C004465,2025-04-12,Joint Care Oil,Unani,1970
118407,C004466,2025-04-16,Immunity Booster,Ayurvedic,865
118408,C004467,2025-04-02,Immunity Booster,Ayurvedic,901
118409,C004468,2025-04-27,Ashwagandha,Ayurvedic,835
118410,C004469,2025-04-14,Ashwagandha,Ayurvedic,2244
118411,C004469,2025-04-13,Ashwagandha,Ayurvedic,515
118412,C004470,2025-04-08,Diabetes Care,Ayurvedic,365
118413,C004471,2025-04-25,Ashwagandha,Ayurvedic,414
118414,C004473,2025-04-27,Ashwagandha,Ayurvedic,1487
118415,C004474,2025-04-27,Liver Syrup,Unani,1187
118416,C004474,2025-04-01,Ashwagandha,Ayurvedic,1492
118417,C004476,2025-04-15,Joint Care Oil,Unani,1006
118418,C004477,2025-04-28,Diabetes Care,Ayurvedic,1640
118419,C004477,2025-04-04,Immunity Booster,Ayurvedic,2033
118420,C004478,2025-04-24,Joint Care Oil,Unani,320
118421,C004478,2025-04-21,Ashwagandha,Ayurvedic,373
118422,C004479,2025-04-09,Liver Syrup,Unani,2187
118423,C004481,2025-04-08,Diabetes Care,Ayurvedic,2234
118424,C004483,2025-04-20,Ashwagandha,Ayurvedic,409
118425,C004484,2025-04-17,Immunity Booster,Ayurvedic,1535
118426,C004485,2025-04-02,Ashwagandha,Ayurvedic,1279
118427,C004485,2025-04-16,Immunity Booster,Ayurvedic,1923
118428,C004486,2025-04-08,Liver Syrup,Unani,1087
118429,C004487,2025-04-02,Immunity Booster,Ayurvedic,573
118430,C004488,2025-04-21,Diabetes Care,Ayurvedic,1706
118431,C004488,2025-04-24,Diabetes Care,Ayurvedic,1595
118432,C004489,2025-04-28,Immunity Booster,Ayurvedic,900
118433,C004490,2025-04-10,Liver Syrup,Unani,1272
118434,C004492,2025-04-04,Joint Care Oil,Unani,1056
118435,C004493,2025-04-09,Diabetes Care,Ayurvedic,1373
118436,C004494,2025-04-27,Ashwagandha,Ayurvedic,1537
118437,C004495,2025-04-07,Liver Syrup,Unani,1640
118438,C004496,2025-04-27,Ashwagandha,Ayurvedic,373
118439,C004496,2025-04-06,Joint Care Oil,Unani,488
118440,C004497,2025-04-05,Diabetes Care,Ayurvedic,483
118441,C004498,2025-04-17,Joint Care Oil,Unani,1876
118442,C004499,2025-04-28,Liver Syrup,Unani,1154
118443,C004500,2025-04-04,Joint Care Oil,Unani,553
118444,C004502,2025-04-20,Liver Syrup,Unani,917
118445,C004504,2025-04-26,Joint Care Oil,Unani,1682
118446,C004505,2025-04-15,Liver Syrup,Unani,1371
118447,C004508,2025-04-10,Liver Syrup,Unani,977
118448,C004511,2025-04-20,Joint Care Oil,Unani,2357
118449,C004512,2025-04-07,Ashwagandha,Ayurvedic,544
118450,C004512,2025-04-23,Diabetes Care,Ayurvedic,367
118451,C004513,2025-04-04,Liver Syrup,Unani,1051
118452,C004514,2025-04-03,Liver Syrup,Unani,1803
118453,C004515,2025-04-13,Joint Care Oil,Unani,1649
118454,C004515,2025-04-21,Immunity Booster,Ayurvedic,1111
118455,C004516,2025-04-26,Immunity Booster,Ayurvedic,1119
118456,C004517,2025-04-09,Liver Syrup,Unani,552
118457,C004518,2025-04-18,Joint Care Oil,Unani,614
118458,C004519,2025-04-28,Immunity Booster,Ayurvedic,826
118459,C004520,2025-04-28,Joint Care Oil,Unani,341
118460,C004520,2025-04-13,Diabetes Care,Ayurvedic,1575
118461,C004523,2025-04-24,Joint Care Oil,Unani,946
118462,C004525,2025-04-20,Diabetes Care,Ayurvedic,676
118463,C004526,2025-04-27,Diabetes Care,Ayurvedic,1456
118464,C004526,2025-04-27,Liver Syrup,Unani,2443
118465,C004527,2025-04-16,Ashwagandha,Ayurvedic,1729
118466,C004528,2025-04-23,Liver Syrup,Unani,990
118467,C004531,2025-04-11,Liver Syrup,Unani,1160
118468,C004533,2025-04-13,Liver Syrup,Unani,849
118469,C004533,2025-04-13,Diabetes Care,Ayurvedic,1211
118470,C004534,2025-04-15,Immunity Booster,Ayurvedic,1726
118471,C004538,2025-04-08,Liver Syrup,Unani,1824
118472,C004539,2025-04-02,Liver Syrup,Unani,595
118473,C004540,2025-04-07,Ashwagandha,Ayurvedic,1456
118474,C004540,2025-04-14,Ashwagandha,Ayurvedic,388
118475,C004541,2025-04-06,Ashwagandha,Ayurvedic,1650
118476,C004542,2025-04-06,Diabetes Care,Ayurvedic,1562
118477,C004542,2025-04-03,Joint Care Oil,Unani,1906
118478,C004543,2025-04-26,Liver Syrup,Unani,1825
118479,C004543,2025-04-20,Immunity Booster,Ayurvedic,1730
118480,C004545,2025-04-17,Ashwagandha,Ayurvedic,1370
118481,C004546,2025-04-27,Liver Syrup,Unani,1965
118482,C004547,2025-04-02,Immunity Booster,Ayurvedic,673
118483,C004548,2025-04-10,Joint Care Oil,Unani,1417
118484,C004549,2025-04-12,Liver Syrup,Unani,2203
118485,C004551,2025-04-18,Liver Syrup,Unani,1603
118486,C004551,2025-04-15,Diabetes Care,Ayurvedic,1679
118487,C004552,2025-04-23,Immunity Booster,Ayurvedic,2190
118488,C004553,2025-04-16,Diabetes Care,Ayurvedic,782
118489,C004554,2025-04-10,Ashwagandha,Ayurvedic,1026
118490,C004555,2025-04-22,Joint Care Oil,Unani,1781
118491,C004558,2025-04-24,Diabetes Care,Ayurvedic,2429
118492,C004560,2025-04-25,Diabetes Care,Ayurvedic,845
118493,C004561,2025-04-09,Immunity Booster,Ayurvedic,686
118494,C004562,2025-04-03,Ashwagandha,Ayurvedic,2141
118495,C004564,2025-04-26,Immunity Booster,Ayurvedic,1185
118496,C004564,2025-04-28,Diabetes Care,Ayurvedic,2269
118497,C004565,2025-04-22,Immunity Booster,Ayurvedic,2412
118498,C004566,2025-04-14,Ashwagandha,Ayurvedic,1645
118499,C004567,2025-04-10,Ashwagandha,Ayurvedic,411
118500,C004568,2025-04-06,Immunity Booster,Ayurvedic,907
118501,C004569,2025-04-02,Liver Syrup,Unani,2385
118502,C004569,2025-04-01,Diabetes Care,Ayurvedic,713
118503,C004571,2025-04-21,Ashwagandha,Ayurvedic,425
118504,C004572,2025-04-14,Joint Care Oil,Unani,1850
118505,C004574,2025-04-01,Diabetes Care,Ayurvedic,1872
118506,C004575,2025-04-05,Diabetes Care,Ayurvedic,730
118507,C004575,2025-04-22,Immunity Booster,Ayurvedic,1657
118508,C004576,2025-04-09,Liver Syrup,Unani,1484
118509,C004576,2025-04-20,Diabetes Care,Ayurvedic,1179
118510,C004577,2025-04-07,Diabetes Care,Ayurvedic,2192
118511,C004578,2025-04-15,Ashwagandha,Ayurvedic,2293
118512,C004580,2025-04-24,Immunity Booster,Ayurvedic,711
118513,C004582,2025-04-08,Diabetes Care,Ayurvedic,1296
118514,C004582,2025-04-22,Ashwagandha,Ayurvedic,1233
118515,C004584,2025-04-20,Diabetes Care,Ayurvedic,2254
118516,C004584,2025-04-26,Immunity Booster,Ayurvedic,1020
118517,C004585,2025-04-07,Ashwagandha,Ayurvedic,1340
118518,C004587,2025-04-12,Liver Syrup,Unani,2199
118519,C004587,2025-04-22,Ashwagandha,Ayurvedic,353
118520,C004588,2025-04-28,Diabetes Care,Ayurvedic,598
118521,C004589,2025-04-10,Diabetes Care,Ayurvedic,1163
118522,C004591,2025-04-15,Immunity Booster,Ayurvedic,1704
118523,C004591,2025-04-17,Ashwagandha,Ayurvedic,475
118524,C004594,2025-04-17,Diabetes Care,Ayurvedic,743
118525,C004595,2025-04-19,Immunity Booster,Ayurvedic,2176
118526,C004596,2025-04-11,Liver Syrup,Unani,2278
118527,C004597,2025-04-20,Diabetes Care,Ayurvedic,2095
118528,C004599,2025-04-06,Immunity Booster,Ayurvedic,1779
118529,C004600,2025-04-06,Ashwagandha,Ayurvedic,1568
118530,C004600,2025-04-02,Joint Care Oil,Unani,883
118531,C004601,2025-04-17,Immunity Booster,Ayurvedic,835
118532,C004601,2025-04-04,Diabetes Care,Ayurvedic,1882
118533,C004604,2025-04-25,Ashwagandha,Ayurvedic,387
118534,C004605,2025-04-11,Immunity Booster,Ayurvedic,419
118535,C004606,2025-04-26,Diabetes Care,Ayurvedic,436
118536,C004608,2025-04-24,Ashwagandha,Ayurvedic,2392
118537,C004613,2025-04-28,Liver Syrup,Unani,1734
118538,C004614,2025-04-21,Immunity Booster,Ayurvedic,1604
118539,C004616,2025-04-15,Ashwagandha,Ayurvedic,314
118540,C004616,2025-04-02,Immunity Booster,Ayurvedic,2280
118541,C004618,2025-04-23,Liver Syrup,Unani,1766
118542,C004619,2025-04-20,Immunity Booster,Ayurvedic,880
118543,C004620,2025-04-27,Joint Care Oil,Unani,1081
118544,C004622,2025-04-23,Ashwagandha,Ayurvedic,401
118545,C004624,2025-04-18,Ashwagandha,Ayurvedic,648
118546,C004625,2025-04-11,Liver Syrup,Unani,2471
118547,C004627,2025-04-26,Ashwagandha,Ayurvedic,1213
118548,C004629,2025-04-08,Joint Care Oil,Unani,960
118549,C004630,2025-04-27,Diabetes Care,Ayurvedic,1420
118550,C004631,2025-04-17,Liver Syrup,Unani,424
118551,C004633,2025-04-04,Joint Care Oil,Unani,1331
118552,C004634,2025-04-22,Immunity Booster,Ayurvedic,308
118553,C004634,2025-04-23,Immunity Booster,Ayurvedic,497
118554,C004636,2025-04-08,Immunity Booster,Ayurvedic,510
118555,C004637,2025-04-17,Immunity Booster,Ayurvedic,392
118556,C004639,2025-04-07,Liver Syrup,Unani,597
118557,C004639,2025-04-10,Immunity Booster,Ayurvedic,885
118558,C004640,2025-04-04,Joint Care Oil,Unani,1090
118559,C004641,2025-04-26,Diabetes Care,Ayurvedic,901
118560,C004642,2025-04-15,Diabetes Care,Ayurvedic,1594
118561,C004643,2025-04-26,Liver Syrup,Unani,1586
118562,C004643,2025-04-15,Ashwagandha,Ayurvedic,1876
118563,C004644,2025-04-24,Immunity Booster,Ayurvedic,1827
118564,C004645,2025-04-27,Immunity Booster,Ayurvedic,2104
118565,C004647,2025-04-26,Ashwagandha,Ayurvedic,2479
118566,C004649,2025-04-20,Joint Care Oil,Unani,1351
118567,C004650,2025-04-28,Diabetes Care,Ayurvedic,2099
118568,C004650,2025-04-28,Diabetes Care,Ayurvedic,702
118569,C004651,2025-04-23,Joint Care Oil,Unani,2397
118570,C004654,2025-04-21,Ashwagandha,Ayurvedic,926
118571,C004655,2025-04-12,Diabetes Care,Ayurvedic,1531
118572,C004655,2025-04-05,Ashwagandha,Ayurvedic,1991
118573,C004656,2025-04-19,Diabetes Care,Ayurvedic,505
118574,C004657,2025-04-25,Immunity Booster,Ayurvedic,1227
118575,C004658,2025-04-16,Liver Syrup,Unani,970
118576,C004659,2025-04-03,Liver Syrup,Unani,2385
118577,C004660,2025-04-14,Diabetes Care,Ayurvedic,1653
118578,C004661,2025-04-22,Immunity Booster,Ayurvedic,1646
118579,C004661,2025-04-27,Ashwagandha,Ayurvedic,1054
118580,C004663,2025-04-01,Liver Syrup,Unani,1379
118581,C004664,2025-04-08,Diabetes Care,Ayurvedic,1527
118582,C004665,2025-04-26,Ashwagandha,Ayurvedic,327
118583,C004666,2025-04-08,Diabetes Care,Ayurvedic,2379
118584,C004667,2025-04-25,Ashwagandha,Ayurvedic,750
118585,C004667,2025-04-01,Immunity Booster,Ayurvedic,388
118586,C004668,2025-04-15,Liver Syrup,Unani,1762
118587,C004668,2025-04-11,Joint Care Oil,Unani,1974
118588,C004670,2025-04-12,Joint Care Oil,Unani,324
118589,C004671,2025-04-08,Immunity Booster,Ayurvedic,392
118590,C004671,2025-04-14,Diabetes Care,Ayurvedic,514
118591,C004672,2025-04-18,Ashwagandha,Ayurvedic,1434
118592,C004673,2025-04-27,Diabetes Care,Ayurvedic,1380
118593,C004674,2025-04-02,Immunity Booster,Ayurvedic,1284
118594,C004675,2025-04-06,Ashwagandha,Ayurvedic,607
118595,C004677,2025-04-03,Liver Syrup,Unani,2048
118596,C004678,2025-04-15,Diabetes Care,Ayurvedic,2144
118597,C004680,2025-04-12,Diabetes Care,Ayurvedic,1485
118598,C004681,2025-04-19,Joint Care Oil,Unani,1636
118599,C004682,2025-04-20,Ashwagandha,Ayurvedic,725
118600,C004684,2025-04-09,Immunity Booster,Ayurvedic,2092
118601,C004685,2025-04-18,Ashwagandha,Ayurvedic,2316
118602,C004686,2025-04-27,Immunity Booster,Ayurvedic,624
118603,C004686,2025-04-10,Diabetes Care,Ayurvedic,1611
118604,C004690,2025-04-13,Immunity Booster,Ayurvedic,376
118605,C004691,2025-04-19,Ashwagandha,Ayurvedic,1915
118606,C004692,2025-04-17,Joint Care Oil,Unani,1189
118607,C004693,2025-04-07,Ashwagandha,Ayurvedic,610
118608,C004696,2025-04-19,Liver Syrup,Unani,2449
118609,C004697,2025-04-17,Immunity Booster,Ayurvedic,1391
118610,C004699,2025-04-17,Ashwagandha,Ayurvedic,1122
118611,C004700,2025-04-18,Diabetes Care,Ayurvedic,1145
118612,C004701,2025-04-08,Diabetes Care,Ayurvedic,831
118613,C004703,2025-04-28,Liver Syrup,Unani,1480
118614,C004704,2025-04-04,Ashwagandha,Ayurvedic,1113
118615,C004704,2025-04-13,Diabetes Care,Ayurvedic,1603
118616,C004706,2025-04-07,Diabetes Care,Ayurvedic,1128
118617,C004707,2025-04-21,Joint Care Oil,Unani,1767
118618,C004708,2025-04-18,Liver Syrup,Unani,2464
118619,C004709,2025-04-24,Ashwagandha,Ayurvedic,1016
118620,C004710,2025-04-07,Joint Care Oil,Unani,2297
118621,C004710,2025-04-26,Ashwagandha,Ayurvedic,1884
118622,C004711,2025-04-12,Ashwagandha,Ayurvedic,1447
118623,C004712,2025-04-24,Immunity Booster,Ayurvedic,1577
118624,C004714,2025-04-14,Immunity Booster,Ayurvedic,1324
118625,C004715,2025-04-20,Diabetes Care,Ayurvedic,443
118626,C004715,2025-04-18,Immunity Booster,Ayurvedic,539
118627,C004716,2025-04-20,Ashwagandha,Ayurvedic,1936
118628,C004717,2025-04-24,Ashwagandha,Ayurvedic,567
118629,C004718,2025-04-07,Liver Syrup,Unani,846
118630,C004719,2025-04-12,Liver Syrup,Unani,1281
118631,C004720,2025-04-20,Diabetes Care,Ayurvedic,1213
118632,C004721,2025-04-06,Immunity Booster,Ayurvedic,925
118633,C004722,2025-04-12,Joint Care Oil,Unani,1708
118634,C004722,2025-04-14,Ashwagandha,Ayurvedic,823
118635,C004723,2025-04-18,Diabetes Care,Ayurvedic,776
118636,C004724,2025-04-23,Immunity Booster,Ayurvedic,1782
118637,C004726,2025-04-04,Joint Care Oil,Unani,1596
118638,C004726,2025-04-04,Liver Syrup,Unani,1934
118639,C004727,2025-04-22,Joint Care Oil,Unani,493
118640,C004727,2025-04-21,Joint Care Oil,Unani,1812
118641,C004728,2025-04-18,Immunity Booster,Ayurvedic,1796
118642,C004728,2025-04-27,Diabetes Care,Ayurvedic,1249
118643,C004729,2025-04-26,Joint Care Oil,Unani,2037
118644,C004729,2025-04-03,Immunity Booster,Ayurvedic,1168
118645,C004730,2025-04-24,Liver Syrup,Unani,1503
118646,C004732,2025-04-24,Ashwagandha,Ayurvedic,2338
118647,C004732,2025-04-26,Ashwagandha,Ayurvedic,1324
118648,C004733,2025-04-07,Ashwagandha,Ayurvedic,1353
118649,C004734,2025-04-25,Ashwagandha,Ayurvedic,2071
118650,C004735,2025-04-05,Liver Syrup,Unani,975
118651,C004736,2025-04-03,Diabetes Care,Ayurvedic,2223
118652,C004737,2025-04-21,Diabetes Care,Ayurvedic,818
118653,C004737,2025-04-02,Immunity Booster,Ayurvedic,1377
118654,C004738,2025-04-28,Immunity Booster,Ayurvedic,1088
118655,C004739,2025-04-11,Liver Syrup,Unani,2335
118656,C004740,2025-04-21,Diabetes Care,Ayurvedic,2254
118657,C004741,2025-04-27,Immunity Booster,Ayurvedic,370
118658,C004742,2025-04-22,Liver Syrup,Unani,749
118659,C004744,2025-04-25,Liver Syrup,Unani,964
118660,C004746,2025-04-26,Ashwagandha,Ayurvedic,1670
118661,C004749,2025-04-09,Ashwagandha,Ayurvedic,673
118662,C004750,2025-04-19,Ashwagandha,Ayurvedic,1805
118663,C004750,2025-04-05,Immunity Booster,Ayurvedic,2220
118664,C004751,2025-04-03,Diabetes Care,Ayurvedic,2048
118665,C004751,2025-04-09,Liver Syrup,Unani,518
118666,C004753,2025-04-05,Ashwagandha,Ayurvedic,1453
118667,C004754,2025-04-21,Joint Care Oil,Unani,1727
118668,C004755,2025-04-03,Diabetes Care,Ayurvedic,2356
118669,C004755,2025-04-13,Joint Care Oil,Unani,2303
118670,C004756,2025-04-13,Liver Syrup,Unani,999
118671,C004757,2025-04-19,Diabetes Care,Ayurvedic,1663
118672,C004757,2025-04-03,Liver Syrup,Unani,887
118673,C004760,2025-04-22,Ashwagandha,Ayurvedic,1638
118674,C004761,2025-04-08,Joint Care Oil,Unani,1598
118675,C004762,2025-04-21,Liver Syrup,Unani,1677
118676,C004763,2025-04-08,Ashwagandha,Ayurvedic,1159
118677,C004764,2025-04-10,Diabetes Care,Ayurvedic,786
118678,C004765,2025-04-10,Joint Care Oil,Unani,2486
118679,C004765,2025-04-02,Ashwagandha,Ayurvedic,1332
118680,C004767,2025-04-20,Diabetes Care,Ayurvedic,1654
118681,C004768,2025-04-19,Immunity Booster,Ayurvedic,2201
118682,C004770,2025-04-27,Liver Syrup,Unani,599
118683,C004771,2025-04-26,Immunity Booster,Ayurvedic,1146
118684,C004772,2025-04-27,Ashwagandha,Ayurvedic,355
118685,C004774,2025-04-06,Ashwagandha,Ayurvedic,1801
118686,C004774,2025-04-27,Immunity Booster,Ayurvedic,1235
118687,C004776,2025-04-22,Immunity Booster,Ayurvedic,2163
118688,C004777,2025-04-08,Immunity Booster,Ayurvedic,1736
118689,C004778,2025-04-08,Joint Care Oil,Unani,1495
118690,C004779,2025-04-21,Diabetes Care,Ayurvedic,1235
118691,C004780,2025-04-01,Diabetes Care,Ayurvedic,1730
118692,C004782,2025-04-25,Diabetes Care,Ayurvedic,2431
118693,C004783,2025-04-20,Immunity Booster,Ayurvedic,1305
118694,C004784,2025-04-17,Immunity Booster,Ayurvedic,1109
118695,C004785,2025-04-19,Joint Care Oil,Unani,1254
118696,C004787,2025-04-21,Joint Care Oil,Unani,2299
118697,C004788,2025-04-12,Liver Syrup,Unani,2393
118698,C004789,2025-04-25,Joint Care Oil,Unani,1813
118699,C004790,2025-04-28,Liver Syrup,Unani,2220
118700,C004792,2025-04-17,Ashwagandha,Ayurvedic,925
118701,C004793,2025-04-20,Liver Syrup,Unani,1201
118702,C004794,2025-04-13,Immunity Booster,Ayurvedic,1035
118703,C004794,2025-04-09,Joint Care Oil,Unani,1491
118704,C004795,2025-04-23,Liver Syrup,Unani,2045
118705,C004798,2025-04-22,Immunity Booster,Ayurvedic,670
118706,C004800,2025-04-17,Diabetes Care,Ayurvedic,2086
118707,C004801,2025-04-07,Ashwagandha,Ayurvedic,1880
118708,C004803,2025-04-17,Immunity Booster,Ayurvedic,560
118709,C004803,2025-04-08,Joint Care Oil,Unani,1245
118710,C004804,2025-04-27,Immunity Booster,Ayurvedic,1179
118711,C004806,2025-04-24,Joint Care Oil,Unani,554
118712,C004806,2025-04-14,Immunity Booster,Ayurvedic,1718
