Order_ID,Customer_ID,Order_Date,Product,Category,Revenue,First_Purchase_Date,Cohort_Month,txn_month_str,cohort_month_str,Month_Offset,Is_NTB
119100,C005309,4/3/2025,Liver Syrup,Unani,357,3/16/2025,3/1/2025,2025-04,2025-03,1,0
119101,C005311,4/18/2025,Liver Syrup,Unani,1463,3/2/2025,3/1/2025,2025-04,2025-03,1,0
119102,C005312,4/3/2025,Diabetes Care,Ayurvedic,1870,2/20/2025,2/1/2025,2025-04,2025-02,2,0
119103,C005313,4/11/2025,Ashwagandha,Ayurvedic,1490,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119104,C005314,4/6/2025,Liver Syrup,Unani,313,3/4/2025,3/1/2025,2025-04,2025-03,1,0
119105,C005315,4/2/2025,Diabetes Care,Ayurvedic,1575,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119106,C005318,4/21/2025,Immunity Booster,Ayurvedic,1297,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119107,C005320,4/20/2025,Joint Care Oil,Unani,593,2/8/2025,2/1/2025,2025-04,2025-02,2,0
119108,C005321,4/10/2025,Ashwagandha,Ayurvedic,845,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119109,C005322,4/5/2025,Liver Syrup,Unani,1236,3/7/2025,3/1/2025,2025-04,2025-03,1,0
119110,C005323,4/14/2025,Ashwagandha,Ayurvedic,1357,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119111,C005325,4/6/2025,Immunity Booster,Ayurvedic,735,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119112,C005325,4/24/2025,Immunity Booster,Ayurvedic,856,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119113,C005326,4/27/2025,Ashwagandha,Ayurvedic,1341,2/2/2025,2/1/2025,2025-04,2025-02,2,0
119114,C005327,4/11/2025,Joint Care Oil,Unani,1546,4/11/2025,4/1/2025,2025-04,2025-04,0,1
119115,C005329,4/14/2025,Liver Syrup,Unani,2074,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119116,C005330,4/6/2025,Liver Syrup,Unani,1656,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119117,C005331,4/5/2025,Immunity Booster,Ayurvedic,1057,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119118,C005332,4/28/2025,Joint Care Oil,Unani,2403,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119119,C005333,4/11/2025,Joint Care Oil,Unani,2040,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119120,C005333,4/26/2025,Immunity Booster,Ayurvedic,1894,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119121,C005336,4/22/2025,Immunity Booster,Ayurvedic,1750,2/8/2025,2/1/2025,2025-04,2025-02,2,0
119122,C005337,4/4/2025,Diabetes Care,Ayurvedic,710,3/28/2025,3/1/2025,2025-04,2025-03,1,0
119123,C005339,4/2/2025,Liver Syrup,Unani,384,3/27/2025,3/1/2025,2025-04,2025-03,1,0
119124,C005339,4/6/2025,Immunity Booster,Ayurvedic,812,3/27/2025,3/1/2025,2025-04,2025-03,1,0
119125,C005341,4/9/2025,Joint Care Oil,Unani,1078,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119126,C005341,4/20/2025,Joint Care Oil,Unani,1716,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119127,C005344,4/4/2025,Liver Syrup,Unani,2162,1/31/2025,1/1/2025,2025-04,2025-01,3,0
119128,C005345,4/13/2025,Immunity Booster,Ayurvedic,2125,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119129,C005346,4/20/2025,Liver Syrup,Unani,1601,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119130,C005346,4/24/2025,Ashwagandha,Ayurvedic,1289,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119131,C005347,4/27/2025,Immunity Booster,Ayurvedic,890,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119132,C005349,4/8/2025,Liver Syrup,Unani,360,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119133,C005349,4/20/2025,Liver Syrup,Unani,489,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119134,C005350,4/16/2025,Diabetes Care,Ayurvedic,337,2/19/2025,2/1/2025,2025-04,2025-02,2,0
119135,C005351,4/10/2025,Liver Syrup,Unani,1472,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119136,C005351,4/19/2025,Immunity Booster,Ayurvedic,460,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119137,C005352,4/25/2025,Diabetes Care,Ayurvedic,970,2/10/2025,2/1/2025,2025-04,2025-02,2,0
119138,C005353,4/13/2025,Diabetes Care,Ayurvedic,907,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119139,C005354,4/4/2025,Immunity Booster,Ayurvedic,483,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119140,C005354,4/6/2025,Joint Care Oil,Unani,1146,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119141,C005355,4/5/2025,Immunity Booster,Ayurvedic,1236,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119142,C005357,4/8/2025,Immunity Booster,Ayurvedic,1468,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119143,C005358,4/21/2025,Ashwagandha,Ayurvedic,1567,3/20/2025,3/1/2025,2025-04,2025-03,1,0
119144,C005358,4/11/2025,Liver Syrup,Unani,665,3/20/2025,3/1/2025,2025-04,2025-03,1,0
119145,C005359,4/17/2025,Ashwagandha,Ayurvedic,1319,4/17/2025,4/1/2025,2025-04,2025-04,0,1
119146,C005361,4/6/2025,Diabetes Care,Ayurvedic,2252,2/8/2025,2/1/2025,2025-04,2025-02,2,0
119147,C005362,4/19/2025,Immunity Booster,Ayurvedic,904,2/14/2025,2/1/2025,2025-04,2025-02,2,0
119148,C005363,4/16/2025,Liver Syrup,Unani,1335,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119149,C005364,4/14/2025,Immunity Booster,Ayurvedic,353,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119150,C005365,4/7/2025,Immunity Booster,Ayurvedic,460,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119151,C005366,4/17/2025,Ashwagandha,Ayurvedic,1845,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119152,C005368,4/10/2025,Liver Syrup,Unani,1201,2/19/2025,2/1/2025,2025-04,2025-02,2,0
119153,C005369,4/1/2025,Immunity Booster,Ayurvedic,2108,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119154,C005370,4/9/2025,Joint Care Oil,Unani,2363,2/8/2025,2/1/2025,2025-04,2025-02,2,0
119155,C005371,4/19/2025,Liver Syrup,Unani,1572,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119156,C005372,4/3/2025,Diabetes Care,Ayurvedic,2387,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119157,C005372,4/3/2025,Joint Care Oil,Unani,1479,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119158,C005373,4/12/2025,Ashwagandha,Ayurvedic,423,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119159,C005374,4/20/2025,Joint Care Oil,Unani,2421,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119160,C005375,4/28/2025,Ashwagandha,Ayurvedic,1671,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119161,C005376,4/7/2025,Joint Care Oil,Unani,1788,3/14/2025,3/1/2025,2025-04,2025-03,1,0
119162,C005376,4/3/2025,Diabetes Care,Ayurvedic,555,3/14/2025,3/1/2025,2025-04,2025-03,1,0
119163,C005377,4/8/2025,Ashwagandha,Ayurvedic,1885,2/20/2025,2/1/2025,2025-04,2025-02,2,0
119164,C005381,4/17/2025,Immunity Booster,Ayurvedic,631,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119165,C005382,4/24/2025,Ashwagandha,Ayurvedic,1354,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119166,C005382,4/23/2025,Liver Syrup,Unani,2206,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119167,C005383,4/22/2025,Joint Care Oil,Unani,937,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119168,C005383,4/21/2025,Immunity Booster,Ayurvedic,1475,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119169,C005384,4/16/2025,Ashwagandha,Ayurvedic,1792,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119170,C005384,4/17/2025,Diabetes Care,Ayurvedic,509,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119171,C005386,4/23/2025,Ashwagandha,Ayurvedic,1989,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119172,C005389,4/5/2025,Joint Care Oil,Unani,2321,4/5/2025,4/1/2025,2025-04,2025-04,0,1
119173,C005390,4/9/2025,Diabetes Care,Ayurvedic,1799,3/14/2025,3/1/2025,2025-04,2025-03,1,0
119174,C005391,4/5/2025,Diabetes Care,Ayurvedic,1274,3/2/2025,3/1/2025,2025-04,2025-03,1,0
119175,C005392,4/15/2025,Immunity Booster,Ayurvedic,1738,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119176,C005393,4/7/2025,Ashwagandha,Ayurvedic,2063,2/7/2025,2/1/2025,2025-04,2025-02,2,0
119177,C005393,4/18/2025,Diabetes Care,Ayurvedic,1298,2/7/2025,2/1/2025,2025-04,2025-02,2,0
119178,C005394,4/12/2025,Ashwagandha,Ayurvedic,613,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119179,C005396,4/7/2025,Ashwagandha,Ayurvedic,592,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119180,C005396,4/5/2025,Immunity Booster,Ayurvedic,513,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119181,C005399,4/10/2025,Joint Care Oil,Unani,2373,2/10/2025,2/1/2025,2025-04,2025-02,2,0
119182,C005403,4/12/2025,Immunity Booster,Ayurvedic,2236,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119183,C005404,4/13/2025,Ashwagandha,Ayurvedic,2303,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119184,C005404,4/23/2025,Diabetes Care,Ayurvedic,2123,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119185,C005405,4/18/2025,Liver Syrup,Unani,2215,2/7/2025,2/1/2025,2025-04,2025-02,2,0
119186,C005406,4/2/2025,Liver Syrup,Unani,1750,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119187,C005410,4/9/2025,Immunity Booster,Ayurvedic,506,2/20/2025,2/1/2025,2025-04,2025-02,2,0
119188,C005411,4/16/2025,Diabetes Care,Ayurvedic,308,4/16/2025,4/1/2025,2025-04,2025-04,0,1
119189,C005413,4/26/2025,Ashwagandha,Ayurvedic,1200,3/10/2025,3/1/2025,2025-04,2025-03,1,0
119190,C005415,4/27/2025,Diabetes Care,Ayurvedic,1350,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119191,C005415,4/7/2025,Diabetes Care,Ayurvedic,722,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119192,C005419,4/11/2025,Joint Care Oil,Unani,1053,2/15/2025,2/1/2025,2025-04,2025-02,2,0
119193,C005419,4/3/2025,Joint Care Oil,Unani,2368,2/15/2025,2/1/2025,2025-04,2025-02,2,0
119194,C005420,4/17/2025,Ashwagandha,Ayurvedic,779,2/1/2025,2/1/2025,2025-04,2025-02,2,0
119195,C005421,4/12/2025,Immunity Booster,Ayurvedic,2028,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119196,C005423,4/20/2025,Joint Care Oil,Unani,2351,3/16/2025,3/1/2025,2025-04,2025-03,1,0
119197,C005424,4/19/2025,Joint Care Oil,Unani,1135,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119198,C005425,4/2/2025,Liver Syrup,Unani,1796,3/16/2025,3/1/2025,2025-04,2025-03,1,0
119199,C005426,4/20/2025,Joint Care Oil,Unani,2305,3/22/2025,3/1/2025,2025-04,2025-03,1,0
119200,C005427,4/14/2025,Joint Care Oil,Unani,1549,2/26/2025,2/1/2025,2025-04,2025-02,2,0
119201,C005428,4/16/2025,Diabetes Care,Ayurvedic,1749,3/28/2025,3/1/2025,2025-04,2025-03,1,0
119202,C005429,4/6/2025,Liver Syrup,Unani,2088,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119203,C005430,4/20/2025,Joint Care Oil,Unani,1941,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119204,C005431,4/14/2025,Immunity Booster,Ayurvedic,1238,3/24/2025,3/1/2025,2025-04,2025-03,1,0
119205,C005432,4/7/2025,Ashwagandha,Ayurvedic,763,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119206,C005434,4/2/2025,Joint Care Oil,Unani,696,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119207,C005435,4/10/2025,Immunity Booster,Ayurvedic,1818,4/10/2025,4/1/2025,2025-04,2025-04,0,1
119208,C005436,4/9/2025,Immunity Booster,Ayurvedic,715,2/20/2025,2/1/2025,2025-04,2025-02,2,0
119209,C005437,4/22/2025,Liver Syrup,Unani,1001,4/22/2025,4/1/2025,2025-04,2025-04,0,1
119210,C005438,4/8/2025,Immunity Booster,Ayurvedic,575,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119211,C005440,4/17/2025,Joint Care Oil,Unani,1770,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119212,C005444,4/10/2025,Liver Syrup,Unani,2090,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119213,C005445,4/21/2025,Liver Syrup,Unani,1145,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119214,C005446,4/13/2025,Diabetes Care,Ayurvedic,2272,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119215,C005447,4/13/2025,Liver Syrup,Unani,775,3/3/2025,3/1/2025,2025-04,2025-03,1,0
119216,C005450,4/16/2025,Joint Care Oil,Unani,2479,3/19/2025,3/1/2025,2025-04,2025-03,1,0
119217,C005451,4/25/2025,Liver Syrup,Unani,1497,2/19/2025,2/1/2025,2025-04,2025-02,2,0
119218,C005452,4/7/2025,Diabetes Care,Ayurvedic,809,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119219,C005453,4/5/2025,Liver Syrup,Unani,1910,3/4/2025,3/1/2025,2025-04,2025-03,1,0
119220,C005454,4/25/2025,Liver Syrup,Unani,1799,3/27/2025,3/1/2025,2025-04,2025-03,1,0
119221,C005455,4/8/2025,Liver Syrup,Unani,1974,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119222,C005456,4/25/2025,Diabetes Care,Ayurvedic,1655,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119223,C005458,4/15/2025,Joint Care Oil,Unani,370,2/7/2025,2/1/2025,2025-04,2025-02,2,0
119224,C005459,4/23/2025,Ashwagandha,Ayurvedic,1748,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119225,C005460,4/9/2025,Ashwagandha,Ayurvedic,1223,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119226,C005461,4/12/2025,Liver Syrup,Unani,1915,2/1/2025,2/1/2025,2025-04,2025-02,2,0
119227,C005463,4/4/2025,Joint Care Oil,Unani,1709,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119228,C005464,4/14/2025,Diabetes Care,Ayurvedic,529,2/14/2025,2/1/2025,2025-04,2025-02,2,0
119229,C005465,4/26/2025,Ashwagandha,Ayurvedic,2272,4/26/2025,4/1/2025,2025-04,2025-04,0,1
119230,C005466,4/20/2025,Diabetes Care,Ayurvedic,1328,2/14/2025,2/1/2025,2025-04,2025-02,2,0
119231,C005467,4/23/2025,Immunity Booster,Ayurvedic,493,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119232,C005469,4/16/2025,Ashwagandha,Ayurvedic,2399,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119233,C005470,4/26/2025,Diabetes Care,Ayurvedic,1637,3/26/2025,3/1/2025,2025-04,2025-03,1,0
119234,C005472,4/27/2025,Immunity Booster,Ayurvedic,933,2/14/2025,2/1/2025,2025-04,2025-02,2,0
119235,C005473,4/19/2025,Joint Care Oil,Unani,913,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119236,C005474,4/28/2025,Immunity Booster,Ayurvedic,1588,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119237,C005476,4/24/2025,Immunity Booster,Ayurvedic,871,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119238,C005477,4/21/2025,Liver Syrup,Unani,1032,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119239,C005483,4/9/2025,Immunity Booster,Ayurvedic,987,2/2/2025,2/1/2025,2025-04,2025-02,2,0
119240,C005485,4/9/2025,Liver Syrup,Unani,1994,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119241,C005486,4/17/2025,Diabetes Care,Ayurvedic,1854,3/12/2025,3/1/2025,2025-04,2025-03,1,0
119242,C005487,4/6/2025,Ashwagandha,Ayurvedic,1148,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119243,C005488,4/15/2025,Immunity Booster,Ayurvedic,2205,3/21/2025,3/1/2025,2025-04,2025-03,1,0
119244,C005489,4/12/2025,Liver Syrup,Unani,2369,4/12/2025,4/1/2025,2025-04,2025-04,0,1
119245,C005490,4/22/2025,Joint Care Oil,Unani,1129,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119246,C005493,4/2/2025,Joint Care Oil,Unani,1649,2/26/2025,2/1/2025,2025-04,2025-02,2,0
119247,C005495,4/23/2025,Joint Care Oil,Unani,1385,3/18/2025,3/1/2025,2025-04,2025-03,1,0
119248,C005496,4/11/2025,Diabetes Care,Ayurvedic,2500,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119249,C005497,4/7/2025,Diabetes Care,Ayurvedic,763,2/7/2025,2/1/2025,2025-04,2025-02,2,0
119250,C005498,4/13/2025,Joint Care Oil,Unani,637,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119251,C005499,4/13/2025,Joint Care Oil,Unani,1547,2/23/2025,2/1/2025,2025-04,2025-02,2,0
119252,C005502,4/21/2025,Ashwagandha,Ayurvedic,1919,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119253,C005504,4/17/2025,Liver Syrup,Unani,1364,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119254,C005505,4/24/2025,Diabetes Care,Ayurvedic,1914,3/21/2025,3/1/2025,2025-04,2025-03,1,0
119255,C005506,4/28/2025,Diabetes Care,Ayurvedic,1646,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119256,C005507,4/28/2025,Immunity Booster,Ayurvedic,436,2/5/2025,2/1/2025,2025-04,2025-02,2,0
119257,C005508,4/15/2025,Liver Syrup,Unani,959,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119258,C005509,4/17/2025,Immunity Booster,Ayurvedic,663,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119259,C005509,4/7/2025,Ashwagandha,Ayurvedic,1280,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119260,C005510,4/14/2025,Liver Syrup,Unani,1152,2/15/2025,2/1/2025,2025-04,2025-02,2,0
119261,C005511,4/12/2025,Joint Care Oil,Unani,894,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119262,C005514,4/7/2025,Joint Care Oil,Unani,1020,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119263,C005517,4/5/2025,Ashwagandha,Ayurvedic,1450,2/10/2025,2/1/2025,2025-04,2025-02,2,0
119264,C005517,4/6/2025,Diabetes Care,Ayurvedic,632,2/10/2025,2/1/2025,2025-04,2025-02,2,0
119265,C005520,4/7/2025,Ashwagandha,Ayurvedic,2216,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119266,C005521,4/27/2025,Immunity Booster,Ayurvedic,1578,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119267,C005521,4/23/2025,Liver Syrup,Unani,823,2/4/2025,2/1/2025,2025-04,2025-02,2,0
119268,C005523,4/20/2025,Joint Care Oil,Unani,554,4/20/2025,4/1/2025,2025-04,2025-04,0,1
119269,C005524,4/19/2025,Immunity Booster,Ayurvedic,559,2/26/2025,2/1/2025,2025-04,2025-02,2,0
119270,C005525,4/18/2025,Immunity Booster,Ayurvedic,898,4/18/2025,4/1/2025,2025-04,2025-04,0,1
119271,C005528,4/20/2025,Immunity Booster,Ayurvedic,1254,4/20/2025,4/1/2025,2025-04,2025-04,0,1
119272,C005529,4/24/2025,Liver Syrup,Unani,1376,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119273,C005529,4/12/2025,Diabetes Care,Ayurvedic,1520,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119274,C005530,4/26/2025,Ashwagandha,Ayurvedic,451,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119275,C005532,4/6/2025,Ashwagandha,Ayurvedic,1239,2/3/2025,2/1/2025,2025-04,2025-02,2,0
119276,C005533,4/12/2025,Diabetes Care,Ayurvedic,1530,2/13/2025,2/1/2025,2025-04,2025-02,2,0
119277,C005534,4/2/2025,Diabetes Care,Ayurvedic,672,2/15/2025,2/1/2025,2025-04,2025-02,2,0
119278,C005535,4/14/2025,Diabetes Care,Ayurvedic,362,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119279,C005535,4/21/2025,Joint Care Oil,Unani,1820,2/11/2025,2/1/2025,2025-04,2025-02,2,0
119280,C005536,4/3/2025,Ashwagandha,Ayurvedic,2126,2/14/2025,2/1/2025,2025-04,2025-02,2,0
119281,C005537,4/8/2025,Diabetes Care,Ayurvedic,492,4/1/2025,4/1/2025,2025-04,2025-04,0,1
119282,C005537,4/1/2025,Diabetes Care,Ayurvedic,1134,4/1/2025,4/1/2025,2025-04,2025-04,0,1
119283,C005538,4/7/2025,Immunity Booster,Ayurvedic,1701,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119284,C005540,4/5/2025,Ashwagandha,Ayurvedic,965,3/21/2025,3/1/2025,2025-04,2025-03,1,0
119285,C005541,4/18/2025,Ashwagandha,Ayurvedic,887,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119286,C005542,4/11/2025,Diabetes Care,Ayurvedic,1251,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119287,C005542,4/11/2025,Diabetes Care,Ayurvedic,919,2/16/2025,2/1/2025,2025-04,2025-02,2,0
119288,C005543,4/14/2025,Diabetes Care,Ayurvedic,1926,3/10/2025,3/1/2025,2025-04,2025-03,1,0
119289,C005546,4/25/2025,Diabetes Care,Ayurvedic,765,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119290,C005547,4/5/2025,Diabetes Care,Ayurvedic,1505,2/19/2025,2/1/2025,2025-04,2025-02,2,0
119291,C005548,4/28/2025,Immunity Booster,Ayurvedic,1573,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119292,C005550,4/22/2025,Ashwagandha,Ayurvedic,1797,3/7/2025,3/1/2025,2025-04,2025-03,1,0
119293,C005553,4/14/2025,Joint Care Oil,Unani,1676,3/5/2025,3/1/2025,2025-04,2025-03,1,0
119294,C005553,4/7/2025,Liver Syrup,Unani,1583,3/5/2025,3/1/2025,2025-04,2025-03,1,0
119295,C005554,4/1/2025,Ashwagandha,Ayurvedic,376,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119296,C005554,4/19/2025,Immunity Booster,Ayurvedic,1554,2/25/2025,2/1/2025,2025-04,2025-02,2,0
119297,C005556,4/22/2025,Immunity Booster,Ayurvedic,931,2/17/2025,2/1/2025,2025-04,2025-02,2,0
119298,C005557,4/23/2025,Liver Syrup,Unani,1184,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119299,C005558,4/27/2025,Diabetes Care,Ayurvedic,1984,4/27/2025,4/1/2025,2025-04,2025-04,0,1
119300,C005560,4/5/2025,Ashwagandha,Ayurvedic,1760,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119301,C005561,4/4/2025,Liver Syrup,Unani,1817,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119302,C005562,4/16/2025,Liver Syrup,Unani,1142,3/2/2025,3/1/2025,2025-04,2025-03,1,0
119303,C005564,4/28/2025,Joint Care Oil,Unani,2081,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119304,C005564,4/26/2025,Liver Syrup,Unani,2315,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119305,C005565,4/4/2025,Joint Care Oil,Unani,2086,3/3/2025,3/1/2025,2025-04,2025-03,1,0
119306,C005565,4/20/2025,Immunity Booster,Ayurvedic,2488,3/3/2025,3/1/2025,2025-04,2025-03,1,0
119307,C005566,4/18/2025,Immunity Booster,Ayurvedic,1315,2/2/2025,2/1/2025,2025-04,2025-02,2,0
119308,C005567,4/19/2025,Joint Care Oil,Unani,1611,1/31/2025,1/1/2025,2025-04,2025-01,3,0
119309,C005568,4/5/2025,Liver Syrup,Unani,1376,1/31/2025,1/1/2025,2025-04,2025-01,3,0
119310,C005568,4/18/2025,Joint Care Oil,Unani,832,1/31/2025,1/1/2025,2025-04,2025-01,3,0
119311,C005569,4/8/2025,Ashwagandha,Ayurvedic,2361,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119312,C005569,4/8/2025,Diabetes Care,Ayurvedic,2015,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119313,C005570,4/15/2025,Diabetes Care,Ayurvedic,1027,3/17/2025,3/1/2025,2025-04,2025-03,1,0
119314,C005571,4/28/2025,Joint Care Oil,Unani,556,2/9/2025,2/1/2025,2025-04,2025-02,2,0
119315,C005573,4/7/2025,Joint Care Oil,Unani,994,3/5/2025,3/1/2025,2025-04,2025-03,1,0
119316,C005573,4/14/2025,Liver Syrup,Unani,760,3/5/2025,3/1/2025,2025-04,2025-03,1,0
119317,C005576,4/14/2025,Immunity Booster,Ayurvedic,731,2/12/2025,2/1/2025,2025-04,2025-02,2,0
119318,C005577,4/28/2025,Immunity Booster,Ayurvedic,390,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119319,C005577,4/3/2025,Immunity Booster,Ayurvedic,1857,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119320,C005579,4/11/2025,Diabetes Care,Ayurvedic,1573,2/22/2025,2/1/2025,2025-04,2025-02,2,0
119321,C005580,4/6/2025,Immunity Booster,Ayurvedic,1878,2/24/2025,2/1/2025,2025-04,2025-02,2,0
119322,C005582,4/18/2025,Liver Syrup,Unani,505,1/31/2025,1/1/2025,2025-04,2025-01,3,0
119323,C005583,4/4/2025,Ashwagandha,Ayurvedic,1071,3/20/2025,3/1/2025,2025-04,2025-03,1,0
119324,C005586,4/9/2025,Immunity Booster,Ayurvedic,2307,2/6/2025,2/1/2025,2025-04,2025-02,2,0
119325,C005587,4/13/2025,Liver Syrup,Unani,1225,3/11/2025,3/1/2025,2025-04,2025-03,1,0
119326,C005588,4/28/2025,Liver Syrup,Unani,1873,2/21/2025,2/1/2025,2025-04,2025-02,2,0
119327,C005589,4/22/2025,Ashwagandha,Ayurvedic,1552,3/11/2025,3/1/2025,2025-04,2025-03,1,0
119328,C005592,4/6/2025,Joint Care Oil,Unani,1687,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119329,C005592,4/10/2025,Diabetes Care,Ayurvedic,2312,2/18/2025,2/1/2025,2025-04,2025-02,2,0
119330,C005596,4/14/2025,Joint Care Oil,Unani,1319,3/18/2025,3/1/2025,2025-04,2025-03,1,0
119331,C005597,4/25/2025,Liver Syrup,Unani,1238,3/9/2025,3/1/2025,2025-04,2025-03,1,0
119332,C005599,4/23/2025,Ashwagandha,Ayurvedic,1260,2/27/2025,2/1/2025,2025-04,2025-02,2,0
119333,C005600,4/14/2025,Joint Care Oil,Unani,1201,2/13/2025,2/1/2025,2025-04,2025-02,2,0
